Poland, Exposure to risk (period 1x10), 	Last modified: 30 Aug 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1958-1959        0            697368.46       732913.61      1430282.07
1958-1959        1            700364.91       732055.81      1432420.71
1958-1959        2            704387.14       737175.44      1441562.59
1958-1959        3            704601.09       736792.32      1441393.41
1958-1959        4            697727.04       726891.06      1424618.10
1958-1959        5            690071.21       717986.59      1408057.79
1958-1959        6            682833.29       710207.51      1393040.80
1958-1959        7            673056.39       699194.44      1372250.82
1958-1959        8            654214.97       679692.17      1333907.13
1958-1959        9            628118.27       652392.95      1280511.22
1958-1959       10            603745.58       626691.10      1230436.68
1958-1959       11            570729.40       590382.04      1161111.44
1958-1959       12            504298.86       518604.13      1022902.99
1958-1959       13            423530.18       433692.96       857223.14
1958-1959       14            384326.18       391926.00       776252.18
1958-1959       15            377238.69       383832.94       761071.63
1958-1959       16            378870.43       386395.28       765265.71
1958-1959       17            396148.51       406666.51       802815.02
1958-1959       18            417122.91       433097.62       850220.53
1958-1959       19            427887.14       447627.65       875514.79
1958-1959       20            433568.99       449905.70       883474.69
1958-1959       21            443239.23       451646.38       894885.61
1958-1959       22            453723.31       456170.56       909893.87
1958-1959       23            456299.01       457186.28       913485.29
1958-1959       24            452043.38       453575.98       905619.36
1958-1959       25            455480.45       457550.05       913030.50
1958-1959       26            468849.51       471589.95       940439.46
1958-1959       27            484633.09       488058.71       972691.80
1958-1959       28            493612.99       494859.61       988472.59
1958-1959       29            487230.53       482467.18       969697.71
1958-1959       30            473929.35       459372.50       933301.85
1958-1959       31            463558.20       433796.60       897354.80
1958-1959       32            469507.67       421592.16       891099.83
1958-1959       33            478186.09       417975.73       896161.83
1958-1959       34            467630.48       404410.38       872040.86
1958-1959       35            453849.14       391782.51       845631.65
1958-1959       36            428094.11       372372.60       800466.71
1958-1959       37            391331.28       346897.25       738228.52
1958-1959       38            366994.45       327276.14       694270.59
1958-1959       39            325269.67       284368.09       609637.76
1958-1959       40            267958.16       230603.48       498561.65
1958-1959       41            245667.05       211762.55       457429.60
1958-1959       42            260168.25       221148.64       481316.89
1958-1959       43            300403.61       250667.16       551070.77
1958-1959       44            346533.78       291658.51       638192.29
1958-1959       45            371349.12       317932.82       689281.94
1958-1959       46            377686.48       326803.51       704489.99
1958-1959       47            375879.35       330222.56       706101.91
1958-1959       48            375912.65       335032.61       710945.26
1958-1959       49            370630.16       332714.09       703344.25
1958-1959       50            362058.00       325683.14       687741.14
1958-1959       51            356675.56       320548.61       677224.17
1958-1959       52            345547.10       306839.38       652386.48
1958-1959       53            332650.43       290377.96       623028.39
1958-1959       54            321390.56       279575.45       600966.01
1958-1959       55            312946.51       270830.41       583776.92
1958-1959       56            304427.97       259252.53       563680.50
1958-1959       57            299904.38       245380.34       545284.72
1958-1959       58            292575.26       229299.66       521874.92
1958-1959       59            267479.74       208097.23       475576.97
1958-1959       60            248832.28       192032.09       440864.38
1958-1959       61            241142.50       181297.64       422440.14
1958-1959       62            231103.19       168710.42       399813.61
1958-1959       63            217624.68       155397.32       373022.01
1958-1959       64            199294.50       141690.85       340985.35
1958-1959       65            181224.77       127049.16       308273.93
1958-1959       66            164241.76       112823.12       277064.88
1958-1959       67            155480.67       104304.37       259785.03
