Taiwan, Exposure to risk (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1990-1999       13           1868899.70      1987379.56      3856279.26
1990-1999       14           1897740.85      2013483.31      3911224.16
1990-1999       15           1898491.91      2011070.03      3909561.93
1990-1999       16           1892317.09      1998672.15      3890989.24
1990-1999       17           1876205.92      1978539.73      3854745.66
1990-1999       18           1859230.70      1957990.62      3817221.33
1990-1999       19           1843649.38      1935050.95      3778700.33
1990-1999       20           1827872.22      1917161.83      3745034.05
1990-1999       21           1814386.84      1902009.46      3716396.30
1990-1999       22           1806667.68      1895915.27      3702582.94
1990-1999       23           1791266.63      1880604.21      3671870.83
1990-1999       24           1796065.24      1884719.78      3680785.02
1990-1999       25           1814261.07      1902866.16      3717127.23
1990-1999       26           1835191.11      1922690.81      3757881.92
1990-1999       27           1855372.39      1941371.78      3796744.17
1990-1999       28           1870005.74      1956335.86      3826341.61
1990-1999       29           1879528.42      1964968.01      3844496.43
1990-1999       30           1883826.22      1969791.95      3853618.17
1990-1999       31           1885184.45      1967826.88      3853011.33
1990-1999       32           1883746.31      1963381.54      3847127.84
1990-1999       33           1878669.20      1955608.25      3834277.45
1990-1999       34           1866196.60      1942467.04      3808663.63
1990-1999       35           1845967.47      1920321.60      3766289.07
1990-1999       36           1816602.09      1888004.48      3704606.57
1990-1999       37           1783526.37      1851206.56      3634732.93
1990-1999       38           1750923.83      1815627.99      3566551.82
1990-1999       39           1708605.34      1770903.67      3479509.00
1990-1999       40           1649615.58      1709068.34      3358683.91
1990-1999       41           1583903.49      1641143.07      3225046.56
1990-1999       42           1511580.77      1565290.42      3076871.20
1990-1999       43           1427159.76      1477530.61      2904690.37
1990-1999       44           1329265.83      1373640.78      2702906.60
1990-1999       45           1237994.00      1277876.35      2515870.35
1990-1999       46           1161652.01      1197518.02      2359170.03
1990-1999       47           1091318.15      1122330.65      2213648.80
1990-1999       48           1018898.47      1047900.70      2066799.17
1990-1999       49            958958.64       982417.98      1941376.62
1990-1999       50            913980.35       932799.70      1846780.05
1990-1999       51            878418.99       890524.80      1768943.79
1990-1999       52            853117.67       861964.72      1715082.39
1990-1999       53            841953.25       846271.85      1688225.10
1990-1999       54            841038.79       842184.08      1683222.88
1990-1999       55            833592.53       832558.24      1666150.77
1990-1999       56            817059.22       816178.01      1633237.23
1990-1999       57            797278.33       801964.12      1599242.45
1990-1999       58            775906.57       791303.49      1567210.06
1990-1999       59            752546.68       785018.10      1537564.78
1990-1999       60            726234.17       780700.76      1506934.92
1990-1999       61            701708.41       778273.95      1479982.36
1990-1999       62            677426.34       776394.68      1453821.02
1990-1999       63            652178.02       773389.88      1425567.90
1990-1999       64            626263.37       767927.89      1394191.26
1990-1999       65            599476.27       756027.45      1355503.72
1990-1999       66            570786.37       736589.91      1307376.28
1990-1999       67            543589.02       712814.94      1256403.96
1990-1999       68            516703.62       682845.02      1199548.64
1990-1999       69            487017.09       643142.70      1130159.80
1990-1999       70            454821.29       595463.22      1050284.51
1990-1999       71            423331.01       546076.88       969407.89
1990-1999       72            393108.87       497001.08       890109.94
1990-1999       73            363305.84       447804.87       811110.71
1990-1999       74            333351.79       399683.26       733035.05
1990-1999       75            304955.59       354681.09       659636.68
1990-1999       76            280392.36       316998.42       597390.78
1990-1999       77            256348.45       282460.14       538808.59
1990-1999       78            231597.35       246771.74       478369.09
1990-1999       79            207091.47       212641.79       419733.25
1990-1999       80            180442.09       169238.64       349680.72
1990-1999       81            160038.64       143637.11       303675.76
1990-1999       82            140236.24       120347.04       260583.28
1990-1999       83            121678.63        99714.21       221392.84
1990-1999       84            104381.68        81528.31       185909.99
1990-1999       85             87583.28        65138.81       152722.09
1990-1999       86             71837.88        50814.44       122652.33
1990-1999       87             57861.96        38777.50        96639.46
1990-1999       88             45835.77        29096.53        74932.30
1990-1999       89             35771.14        21648.99        57420.13
1990-1999       90             27460.69        15992.12        43452.81
1990-1999       91             20786.80        11630.84        32417.64
1990-1999       92             15510.19         8276.53        23786.72
1990-1999       93             11317.91         5772.60        17090.52
1990-1999       94              8038.15         3951.11        11989.26
1990-1999       95              5577.83         2650.04         8227.87
1990-1999       96              3808.78         1754.66         5563.44
1990-1999       97              2528.65         1126.86         3655.51
1990-1999       98              1630.19          702.40         2332.59
1990-1999       99              1026.32          427.85         1454.17
1990-1999      100               636.53          254.83          891.36
1990-1999      101               381.92          146.46          528.38
1990-1999      102               218.18           80.54          298.73
1990-1999      103               119.70           41.50          161.20
1990-1999      104                62.04           18.76           80.80
