Ireland, Exposure to risk (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1950-1959        0            296959.65       310856.06       607815.71
1950-1959        1            294781.38       307740.04       602521.42
1950-1959        2            294706.50       307958.52       602665.02
1950-1959        3            294263.94       307877.18       602141.12
1950-1959        4            293442.49       307302.38       600744.87
1950-1959        5            291577.41       305532.48       597109.89
1950-1959        6            288678.84       302544.24       591223.09
1950-1959        7            284914.36       298666.15       583580.51
1950-1959        8            280202.70       293792.76       573995.46
1950-1959        9            274803.11       288031.54       562834.65
1950-1959       10            268870.78       281785.51       550656.30
1950-1959       11            262043.25       274691.55       536734.80
1950-1959       12            254233.50       266290.17       520523.67
1950-1959       13            246115.93       257332.14       503448.07
1950-1959       14            237640.50       248328.75       485969.25
1950-1959       15            228983.20       239800.17       468783.38
1950-1959       16            220697.60       231947.21       452644.82
1950-1959       17            213096.86       224952.70       438049.56
1950-1959       18            206455.17       219055.81       425510.98
1950-1959       19            200483.79       213795.45       414279.24
1950-1959       20            194762.75       208322.74       403085.48
1950-1959       21            189518.30       202637.62       392155.92
1950-1959       22            185211.24       197374.14       382585.38
1950-1959       23            181806.91       192588.33       374395.24
1950-1959       24            179545.75       188544.29       368090.04
1950-1959       25            178627.83       185557.17       364185.00
1950-1959       26            178605.26       183548.58       362153.84
1950-1959       27            179090.19       182304.16       361394.35
1950-1959       28            180233.21       181872.94       362106.15
1950-1959       29            181643.44       181868.85       363512.28
1950-1959       30            182787.49       181995.31       364782.80
1950-1959       31            183423.07       182041.43       365464.51
1950-1959       32            183287.21       181724.43       365011.64
1950-1959       33            183340.22       182128.70       365468.92
1950-1959       34            183940.93       183432.55       367373.48
1950-1959       35            184787.28       184957.69       369744.97
1950-1959       36            185418.33       186297.42       371715.75
1950-1959       37            185709.56       187506.04       373215.60
1950-1959       38            185747.47       189033.77       374781.24
1950-1959       39            185013.23       190378.82       375392.05
1950-1959       40            183200.64       190477.85       373678.50
1950-1959       41            180996.55       189730.95       370727.50
1950-1959       42            178904.30       188754.18       367658.48
1950-1959       43            176237.43       187016.88       363254.30
1950-1959       44            173305.32       184710.63       358015.95
1950-1959       45            169872.29       181546.06       351418.35
1950-1959       46            165988.59       177796.33       343784.92
1950-1959       47            161993.60       173539.57       335533.17
1950-1959       48            158399.95       169099.34       327499.29
1950-1959       49            157053.51       166446.77       323500.28
1950-1959       50            156185.06       164170.33       320355.39
1950-1959       51            154440.76       161348.44       315789.20
1950-1959       52            152542.98       158437.83       310980.81
1950-1959       53            150435.80       155326.43       305762.23
1950-1959       54            147982.33       152084.19       300066.52
1950-1959       55            144879.31       148410.09       293289.40
1950-1959       56            141307.67       144264.51       285572.18
1950-1959       57            137845.14       139994.25       277839.39
1950-1959       58            134546.36       135913.39       270459.75
1950-1959       59            130320.97       131333.19       261654.16
1950-1959       60            125786.74       126581.50       252368.23
1950-1959       61            122665.83       123081.15       245746.98
1950-1959       62            120370.41       120533.84       240904.25
1950-1959       63            117804.66       117868.20       235672.86
1950-1959       64            115125.76       115199.40       230325.16
1950-1959       65            112328.69       112091.02       224419.70
1950-1959       66            110047.84       109303.77       219351.61
1950-1959       67            108569.49       107253.03       215822.51
1950-1959       68            107002.10       104796.00       211798.10
1950-1959       69            105291.38       102071.60       207362.98
1950-1959       70            102778.36        98916.69       201695.04
1950-1959       71             99461.17        95348.08       194809.25
1950-1959       72             95674.94        91348.68       187023.62
1950-1959       73             91143.24        86643.38       177786.62
1950-1959       74             86449.89        81618.77       168068.66
1950-1959       75             81017.50        75849.83       156867.33
1950-1959       76             74855.53        69592.65       144448.19
1950-1959       77             68682.79        63398.67       132081.46
1950-1959       78             62097.41        56806.83       118904.24
1950-1959       79             55462.94        50352.39       105815.33
1950-1959       80             50179.52        45183.51        95363.03
1950-1959       81             43720.13        38940.04        82660.17
1950-1959       82             37978.19        33468.76        71446.96
1950-1959       83             32155.49        27897.27        60052.76
1950-1959       84             26658.60        22472.07        49130.67
1950-1959       85             21525.75        17487.47        39013.21
1950-1959       86             17059.28        13406.95        30466.23
1950-1959       87             13255.15        10021.86        23277.01
1950-1959       88             10310.79         7422.93        17733.71
1950-1959       89              8015.04         5440.95        13455.99
1950-1959       90              6003.65         3850.24         9853.89
1950-1959       91              4438.34         2704.30         7142.64
1950-1959       92              3353.37         1948.92         5302.29
1950-1959       93              2439.55         1375.22         3814.76
1950-1959       94              1736.33          956.89         2693.22
1950-1959       95              1202.16          647.59         1849.76
1950-1959       96               821.24          421.25         1242.48
1950-1959       97               547.07          267.39          814.46
1950-1959       98               345.46          158.58          504.04
1950-1959       99               199.49           82.54          282.03
1950-1959      100               106.98           43.22          150.19
1950-1959      101                60.72           21.38           82.10
1950-1959      102                31.67            9.63           41.30
1950-1959      103                13.47            3.55           17.02
1950-1959      104                 4.31            1.05            5.36
1950-1959      105                 0.44            0.30            0.73
1950-1959      106                 0.00            0.00            0.00
1950-1959      107                 0.00            0.00            0.00
1950-1959      108                 0.00            0.00            0.00
1950-1959      109                 0.00            0.00            0.00
1950-1959      110+                0.00            0.00            0.00
1960-1969        0            300133.96       315049.09       615183.05
1960-1969        1            300485.46       314457.48       614942.95
1960-1969        2            301546.48       314937.97       616484.45
1960-1969        3            301410.22       314185.16       615595.38
1960-1969        4            299710.05       312050.36       611760.41
1960-1969        5            296785.56       309062.43       605847.99
1960-1969        6            293578.01       305963.22       599541.22
1960-1969        7            290781.97       303023.73       593805.70
1960-1969        8            287976.54       300038.46       588015.00
1960-1969        9            285137.07       297271.65       582408.72
1960-1969       10            282919.15       295199.09       578118.24
1960-1969       11            281524.06       293976.89       575500.95
1960-1969       12            280225.27       293120.00       573345.27
1960-1969       13            278083.35       291590.92       569674.27
1960-1969       14            274477.73       288309.76       562787.49
1960-1969       15            268030.82       281857.64       549888.46
1960-1969       16            258157.56       271951.01       530108.57
1960-1969       17            245255.82       258988.59       504244.41
1960-1969       18            230093.67       243450.82       473544.49
1960-1969       19            214472.60       226921.88       441394.48
1960-1969       20            199968.10       211191.29       411159.39
1960-1969       21            187066.62       196852.35       383918.97
1960-1969       22            176026.19       184039.73       360065.92
1960-1969       23            167245.68       173337.28       340582.96
1960-1969       24            160358.14       164715.43       325073.56
1960-1969       25            155091.77       158274.13       313365.89
1960-1969       26            151380.78       153737.75       305118.53
1960-1969       27            149067.05       150770.24       299837.29
1960-1969       28            148072.08       149292.94       297365.02
1960-1969       29            147990.52       148864.45       296854.97
1960-1969       30            148044.90       148668.71       296713.61
1960-1969       31            148358.51       148764.47       297122.97
1960-1969       32            149347.95       149468.73       298816.68
1960-1969       33            150619.11       150235.83       300854.93
1960-1969       34            152144.26       150909.73       303053.98
1960-1969       35            154316.50       152088.50       306405.00
1960-1969       36            156873.41       153789.33       310662.74
1960-1969       37            159379.57       155736.49       315116.05
1960-1969       38            162039.93       158066.31       320106.25
1960-1969       39            164495.47       160353.14       324848.61
1960-1969       40            166043.22       162091.27       328134.49
1960-1969       41            166671.89       163163.10       329834.98
1960-1969       42            166522.49       163731.85       330254.34
1960-1969       43            166494.43       164777.44       331271.87
1960-1969       44            166855.86       166312.65       333168.51
1960-1969       45            167324.43       167873.22       335197.65
1960-1969       46            167727.60       169224.80       336952.40
1960-1969       47            167769.31       170482.80       338252.10
1960-1969       48            167459.13       171726.94       339186.07
1960-1969       49            166233.79       172268.72       338502.51
1960-1969       50            163610.93       171095.63       334706.56
1960-1969       51            160701.98       169088.12       329790.09
1960-1969       52            158142.59       167183.11       325325.70
1960-1969       53            154993.05       164340.89       319333.94
1960-1969       54            151726.95       160806.29       312533.24
1960-1969       55            148550.20       156883.01       305433.21
1960-1969       56            145143.61       152640.69       297784.29
1960-1969       57            141340.09       147890.15       289230.24
1960-1969       58            137680.80       142869.10       280549.90
1960-1969       59            135676.87       138951.41       274628.28
1960-1969       60            133729.53       134970.15       268699.67
1960-1969       61            131314.17       130813.62       262127.79
1960-1969       62            129113.68       127058.75       256172.43
1960-1969       63            126624.80       123338.88       249963.68
1960-1969       64            123810.25       119594.54       243404.78
1960-1969       65            120144.79       115082.83       235227.62
1960-1969       66            116500.36       110586.77       227087.13
1960-1969       67            113494.53       106768.47       220263.00
1960-1969       68            110623.25       102927.65       213550.90
1960-1969       69            107357.16        98767.06       206124.22
1960-1969       70            103654.28        94311.99       197966.27
1960-1969       71            100425.83        90319.47       190745.30
1960-1969       72             96802.23        86299.21       183101.44
1960-1969       73             91658.05        81075.48       172733.52
1960-1969       74             85556.61        75164.52       160721.13
1960-1969       75             79124.62        69096.33       148220.95
1960-1969       76             72845.16        63095.46       135940.62
1960-1969       77             67066.49        57474.89       124541.38
1960-1969       78             61731.53        52111.84       113843.37
1960-1969       79             56802.84        47096.52       103899.36
1960-1969       80             53166.68        42911.51        96078.20
1960-1969       81             47651.28        38094.96        85746.25
1960-1969       82             42849.63        33701.16        76550.79
1960-1969       83             37780.63        29269.24        67049.87
1960-1969       84             32584.87        24838.99        57423.87
1960-1969       85             27502.54        20360.94        47863.48
1960-1969       86             22854.77        16395.86        39250.64
1960-1969       87             18621.10        12890.88        31511.99
1960-1969       88             14913.00         9998.50        24911.50
1960-1969       89             11754.15         7653.92        19408.06
1960-1969       90              9025.27         5651.08        14676.35
1960-1969       91              6844.54         4104.27        10948.81
1960-1969       92              5197.74         2959.71         8157.45
1960-1969       93              3775.27         2052.24         5827.52
1960-1969       94              2663.33         1384.94         4048.27
