Czechia, Exposure to risk (period 1x10), 	Last modified: 23 Feb 2018, MPv6 (Nov17)

  Year          Age             Female            Male           Total
1950-1959        0            794563.52       838739.54      1633303.06
1950-1959        1            807532.39       849281.52      1656813.91
1950-1959        2            824529.81       865934.62      1690464.42
1950-1959        3            839020.96       879822.52      1718843.47
1950-1959        4            842910.84       881874.79      1724785.63
1950-1959        5            840009.05       876775.46      1716784.50
1950-1959        6            835605.51       870507.04      1706112.55
1950-1959        7            825194.35       858399.22      1683593.57
1950-1959        8            806712.06       838138.07      1644850.13
1950-1959        9            784541.46       814015.02      1598556.48
1950-1959       10            760788.17       787891.77      1548679.95
1950-1959       11            733255.07       757748.95      1491004.01
1950-1959       12            696938.96       718724.41      1415663.37
1950-1959       13            659703.19       679183.42      1338886.60
1950-1959       14            631717.90       649488.86      1281206.76
1950-1959       15            611400.16       627879.84      1239280.00
1950-1959       16            594343.16       609984.53      1204327.69
1950-1959       17            584302.01       599249.86      1183551.86
1950-1959       18            582622.64       596572.07      1179194.71
1950-1959       19            586794.77       599677.10      1186471.87
1950-1959       20            594343.59       606418.64      1200762.23
1950-1959       21            605931.06       617408.05      1223339.12
1950-1959       22            619967.70       631476.81      1251444.52
1950-1959       23            636105.09       648702.32      1284807.41
1950-1959       24            653594.20       664699.08      1318293.27
1950-1959       25            670049.05       675421.96      1345471.02
1950-1959       26            687024.74       685491.61      1372516.35
1950-1959       27            701517.77       693679.01      1395196.77
1950-1959       28            714502.30       700864.12      1415366.42
1950-1959       29            718806.12       699779.30      1418585.42
1950-1959       30            718903.36       694889.90      1413793.26
1950-1959       31            692226.50       665021.73      1357248.23
1950-1959       32            658287.84       629392.27      1287680.11
1950-1959       33            624285.71       594755.49      1219041.20
1950-1959       34            597408.27       567820.34      1165228.61
1950-1959       35            585842.64       556473.87      1142316.52
1950-1959       36            582810.30       553796.54      1136606.84
1950-1959       37            580634.14       552117.98      1132752.12
1950-1959       38            577164.94       549852.08      1127017.03
1950-1959       39            580019.56       553795.16      1133814.72
1950-1959       40            587789.49       562538.35      1150327.84
1950-1959       41            620661.71       595024.88      1215686.58
1950-1959       42            659007.80       632264.61      1291272.41
1950-1959       43            694579.29       666247.93      1360827.22
1950-1959       44            719505.70       689766.27      1409271.97
1950-1959       45            726431.91       696360.37      1422792.28
1950-1959       46            722501.45       692534.96      1415036.41
1950-1959       47            717172.05       686835.04      1404007.09
1950-1959       48            711041.07       679350.34      1390391.41
1950-1959       49            702265.44       667749.42      1370014.85
1950-1959       50            690619.04       651971.28      1342590.32
1950-1959       51            677183.54       632740.64      1309924.18
1950-1959       52            663185.25       611623.15      1274808.40
1950-1959       53            648163.12       588645.92      1236809.04
1950-1959       54            633426.39       565454.97      1198881.36
1950-1959       55            617920.71       541626.53      1159547.23
1950-1959       56            598948.06       515089.76      1114037.82
1950-1959       57            577396.04       486453.28      1063849.31
1950-1959       58            554541.95       457547.74      1012089.69
1950-1959       59            531493.04       430117.11       961610.15
1950-1959       60            508741.79       404174.30       912916.09
1950-1959       61            487607.71       380870.27       868477.97
1950-1959       62            467234.92       359837.24       827072.16
1950-1959       63            446375.12       340033.85       786408.96
1950-1959       64            425669.31       321412.58       747081.89
1950-1959       65            406067.55       303773.57       709841.12
1950-1959       66            387114.12       287348.88       674463.00
1950-1959       67            369064.01       272195.83       641259.84
1950-1959       68            350788.32       256484.39       607272.70
1950-1959       69            331535.76       240248.49       571784.25
1950-1959       70            312681.83       225065.31       537747.15
1950-1959       71            294069.90       210106.11       504176.01
1950-1959       72            274006.07       194509.73       468515.80
1950-1959       73            253311.73       178705.93       432017.66
1950-1959       74            233271.53       163284.91       396556.44
1950-1959       75            213136.48       148266.04       361402.52
1950-1959       76            193157.56       133603.64       326761.20
1950-1959       77            173207.01       119082.19       292289.20
1950-1959       78            153217.56       104940.20       258157.75
1950-1959       79            134256.60        91800.92       226057.52
1950-1959       80            116481.25        78922.53       195403.78
1950-1959       81             99317.02        66968.70       166285.72
1950-1959       82             83463.77        56091.53       139555.30
1950-1959       83             69322.42        46024.65       115347.07
1950-1959       84             56463.20        36847.04        93310.23
1950-1959       85             44896.32        28782.29        73678.61
1950-1959       86             35205.13        21958.09        57163.22
1950-1959       87             27069.07        16435.52        43504.59
1950-1959       88             20400.04        12011.12        32411.16
1950-1959       89             14887.30         8524.41        23411.70
1950-1959       90             10678.23         5916.47        16594.70
1950-1959       91              7537.79         4034.81        11572.60
1950-1959       92              5141.73         2636.86         7778.59
1950-1959       93              3386.75         1717.08         5103.83
1950-1959       94              2174.07         1052.20         3226.27
1950-1959       95              1372.02          636.06         2008.07
1950-1959       96               816.01          368.10         1184.11
1950-1959       97               469.01          208.73          677.73
1950-1959       98               266.34          114.68          381.02
1950-1959       99               143.79           55.42          199.21
1950-1959      100                76.40           21.45           97.85
1950-1959      101                39.24           11.16           50.40
1950-1959      102                16.17            2.53           18.70
1950-1959      103                 5.01            0.00            5.01
1950-1959      104                 0.47            0.00            0.47
1950-1959      105                 0.00            0.00            0.00
1950-1959      106                 0.00            0.00            0.00
1950-1959      107                 0.00            0.00            0.00
1950-1959      108                 0.00            0.00            0.00
1950-1959      109                 0.00            0.00            0.00
1950-1959      110+                0.00            0.00            0.00
1960-1969        0            670029.00       706230.07      1376259.07
1960-1969        1            662976.10       697425.55      1360401.65
1960-1969        2            668519.37       703076.39      1371595.76
1960-1969        3            677405.59       712054.98      1389460.57
1960-1969        4            686917.20       722041.52      1408958.71
1960-1969        5            694467.07       729701.75      1424168.82
1960-1969        6            701513.95       736808.15      1438322.10
1960-1969        7            716761.04       752809.70      1469570.73
1960-1969        8            737473.07       774321.44      1511794.51
1960-1969        9            761004.12       798674.91      1559679.03
1960-1969       10            783293.40       821373.38      1604666.77
1960-1969       11            803452.49       842216.03      1645668.52
1960-1969       12            820840.77       859863.73      1680704.51
1960-1969       13            836703.74       875136.13      1711839.87
1960-1969       14            841033.98       878018.42      1719052.41
1960-1969       15            838294.24       873305.90      1711600.14
1960-1969       16            833806.95       867317.74      1701124.68
1960-1969       17            823321.88       855082.16      1678404.04
1960-1969       18            804942.80       834641.36      1639584.16
1960-1969       19            783198.39       810885.37      1594083.75
1960-1969       20            759829.28       785073.27      1544902.55
1960-1969       21            732393.87       754508.69      1486902.56
1960-1969       22            696379.59       715046.46      1411426.06
1960-1969       23            660098.09       676212.65      1336310.75
1960-1969       24            632997.20       647310.24      1280307.44
1960-1969       25            612779.74       625305.20      1238084.93
1960-1969       26            595212.75       606128.23      1201340.98
1960-1969       27            585082.60       594471.91      1179554.51
1960-1969       28            582926.38       590200.83      1173127.21
1960-1969       29            585523.77       590763.02      1176286.79
1960-1969       30            591290.18       594348.39      1185638.58
1960-1969       31            601224.05       602046.00      1203270.06
1960-1969       32            613447.69       611125.11      1224572.81
1960-1969       33            628385.97       621846.96      1250232.93
1960-1969       34            644069.85       632982.94      1277052.78
1960-1969       35            658407.88       642396.91      1300804.80
1960-1969       36            673890.66       652373.03      1326263.69
1960-1969       37            687214.17       660468.82      1347682.99
1960-1969       38            699049.24       667264.96      1366314.20
1960-1969       39            702843.50       666797.80      1369641.31
1960-1969       40            702504.98       662421.80      1364926.78
1960-1969       41            675967.01       633910.63      1309877.64
1960-1969       42            642154.12       600272.41      1242426.53
1960-1969       43            608470.86       567578.14      1176049.00
1960-1969       44            581929.56       541563.76      1123493.32
1960-1969       45            569964.45       529651.44      1099615.89
1960-1969       46            566380.57       525887.27      1092267.84
1960-1969       47            563246.34       522887.93      1086134.27
1960-1969       48            558711.10       519125.68      1077836.78
1960-1969       49            560007.41       520979.92      1080987.33
1960-1969       50            566130.69       527566.65      1093697.34
1960-1969       51            597244.54       556633.91      1153878.45
1960-1969       52            632483.13       588372.64      1220855.77
1960-1969       53            664857.76       616620.48      1281478.25
1960-1969       54            685899.35       633848.75      1319748.10
1960-1969       55            689389.30       634361.35      1323750.65
1960-1969       56            683303.21       625193.68      1308496.89
1960-1969       57            675019.56       613021.25      1288040.81
1960-1969       58            665607.82       598475.10      1264082.92
1960-1969       59            653471.81       580023.48      1233495.30
1960-1969       60            638003.42       557182.70      1195186.11
1960-1969       61            620753.62       531002.19      1151755.81
1960-1969       62            602674.08       503489.96      1106164.04
1960-1969       63            583597.93       474689.48      1058287.40
1960-1969       64            564563.08       445862.85      1010425.93
1960-1969       65            544131.61       417078.78       961210.39
1960-1969       66            520430.90       386794.73       907225.63
1960-1969       67            493970.61       355442.87       849413.48
1960-1969       68            466296.50       324938.99       791235.49
1960-1969       69            438157.35       296112.56       734269.91
1960-1969       70            409570.04       268640.24       678210.28
1960-1969       71            382474.21       244511.07       626985.28
1960-1969       72            355244.14       222234.43       577478.57
1960-1969       73            328046.79       201369.94       529416.73
1960-1969       74            301030.65       181729.51       482760.16
1960-1969       75            274626.69       163638.13       438264.82
1960-1969       76            249582.24       146977.49       396559.73
1960-1969       77            225812.28       131352.44       357164.72
1960-1969       78            202203.52       116127.12       318330.64
1960-1969       79            178683.22       101407.77       280091.00
1960-1969       80            155243.29        87031.70       242274.99
1960-1969       81            134588.60        74485.91       209074.51
1960-1969       82            114879.65        62671.15       177550.81
1960-1969       83             96284.92        51858.14       148143.06
1960-1969       84             79522.08        42388.60       121910.68
1960-1969       85             64537.81        33956.77        98494.58
1960-1969       86             51372.56        26883.10        78255.66
1960-1969       87             39998.52        20703.52        60702.04
1960-1969       88             30464.48        15559.92        46024.40
1960-1969       89             22818.55        11430.63        34249.17
1960-1969       90             16561.18         8106.42        24667.61
1960-1969       91             11777.19         5589.54        17366.73
1960-1969       92              8081.71         3734.99        11816.70
1960-1969       93              5389.78         2450.07         7839.85
1960-1969       94              3523.32         1539.07         5062.40
1960-1969       95              2227.86          921.28         3149.14
1960-1969       96              1344.07          525.53         1869.59
1960-1969       97               810.25          274.54         1084.79
1960-1969       98               480.15          157.72          637.86
1960-1969       99               275.47           92.75          368.21
1960-1969      100               155.26           43.36          198.62
1960-1969      101                76.14           20.14           96.28
1960-1969      102                35.76            6.38           42.13
1960-1969      103                14.03            0.84           14.87
1960-1969      104                 4.00            0.00            4.00
1960-1969      105                 0.76            0.00            0.76
1960-1969      106                 0.05            0.00            0.05
1960-1969      107                 0.00            0.00            0.00
1960-1969      108                 0.00            0.00            0.00
1960-1969      109                 0.00            0.00            0.00
1960-1969      110+                0.00            0.00            0.00
1970-1979        0            835437.19       877890.73      1713327.92
1970-1979        1            814872.61       855013.14      1669885.75
1970-1979        2            794058.97       833104.71      1627163.68
1970-1979        3            771431.92       809781.41      1581213.33
1970-1979        4            747730.78       785498.90      1533229.68
1970-1979        5            727238.66       764609.21      1491847.87
1970-1979        6            709131.79       745481.17      1454612.96
1970-1979        7            692801.67       727762.00      1420563.67
1970-1979        8            680864.16       715243.32      1396107.48
1970-1979        9            669334.12       703631.40      1372965.52
1970-1979       10            661247.34       695419.01      1356666.35
1970-1979       11            657108.66       690796.02      1347904.68
1970-1979       12            663187.97       697156.27      1360344.24
1970-1979       13            671381.83       705824.95      1377206.78
1970-1979       14            681163.80       716018.93      1397182.73
1970-1979       15            688852.05       723709.13      1412561.18
1970-1979       16            696472.12       730932.37      1427404.49
1970-1979       17            712200.72       746868.53      1459069.26
1970-1979       18            733126.68       767706.09      1500832.77
1970-1979       19            756880.52       790695.64      1547576.17
1970-1979       20            779006.45       811953.37      1590959.81
1970-1979       21            799115.58       831654.29      1630769.87
1970-1979       22            816242.11       848363.18      1664605.29
1970-1979       23            831082.00       861933.71      1693015.72
1970-1979       24            834413.77       863109.89      1697523.67
1970-1979       25            830706.30       857233.58      1687939.88
1970-1979       26            825317.79       850314.54      1675632.34
1970-1979       27            813195.25       836377.75      1649573.00
1970-1979       28            793641.72       815310.16      1608951.88
1970-1979       29            771770.80       791872.81      1563643.62
1970-1979       30            748420.21       766438.31      1514858.52
1970-1979       31            720665.08       735710.65      1456375.73
1970-1979       32            685297.17       696984.88      1382282.05
1970-1979       33            649699.20       658807.52      1308506.71
1970-1979       34            623063.23       630050.02      1253113.25
1970-1979       35            602877.16       607424.43      1210301.59
1970-1979       36            585404.22       587832.63      1173236.86
1970-1979       37            575030.45       575485.80      1150516.25
1970-1979       38            572384.16       570432.48      1142816.65
1970-1979       39            574049.55       569349.59      1143399.15
1970-1979       40            578907.48       571620.70      1150528.19
1970-1979       41            588016.64       578021.79      1166038.43
1970-1979       42            599510.11       585495.22      1185005.33
1970-1979       43            613168.57       594265.36      1207433.93
1970-1979       44            627472.60       603665.80      1231138.41
1970-1979       45            640792.76       611264.89      1252057.65
1970-1979       46            655146.83       619386.78      1274533.62
1970-1979       47            667479.47       625562.20      1293041.67
1970-1979       48            678051.76       630035.24      1308087.00
1970-1979       49            680767.10       627449.11      1308216.21
1970-1979       50            679033.36       620363.80      1299397.16
1970-1979       51            650492.62       589149.93      1239642.55
1970-1979       52            616187.03       554396.14      1170583.18
1970-1979       53            581679.02       520173.78      1101852.80
1970-1979       54            554691.08       492677.49      1047368.57
1970-1979       55            541912.60       478686.57      1020599.17
1970-1979       56            535637.36       471137.83      1006775.19
1970-1979       57            530198.24       464261.06       994459.30
1970-1979       58            523526.26       456728.36       980254.63
1970-1979       59            521313.96       452622.95       973936.91
1970-1979       60            524319.41       452873.56       977192.97
1970-1979       61            549603.55       470904.35      1020507.90
1970-1979       62            577136.91       488764.63      1065901.55
1970-1979       63            601072.74       502020.75      1103093.48
1970-1979       64            613013.09       504229.66      1117242.74
1970-1979       65            609091.16       491778.31      1100869.47
1970-1979       66            595743.42       471281.86      1067025.28
1970-1979       67            579306.51       447991.14      1027297.65
1970-1979       68            561251.95       422386.61       983638.56
1970-1979       69            540687.54       394652.59       935340.13
1970-1979       70            516679.95       364900.01       881579.96
1970-1979       71            489976.38       333046.94       823023.32
1970-1979       72            462411.62       301389.79       763801.41
1970-1979       73            433623.52       270299.34       703922.87
1970-1979       74            404396.00       240875.35       645271.35
