Portugal, Exposure to risk (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1940-1949        0            885712.94       944151.64      1829864.58
1940-1949        1            818354.39       861184.59      1679538.98
1940-1949        2            795966.85       834655.46      1630622.31
1940-1949        3            789260.37       825036.18      1614296.56
1940-1949        4            784331.78       817858.51      1602190.29
1940-1949        5            784271.58       817503.90      1601775.48
1940-1949        6            785273.31       818144.04      1603417.34
1940-1949        7            788868.78       819760.91      1608629.70
1940-1949        8            796842.53       825685.79      1622528.31
1940-1949        9            804602.30       833169.77      1637772.07
1940-1949       10            808507.00       836343.10      1644850.09
1940-1949       11            807655.63       831396.27      1639051.90
1940-1949       12            806382.69       826223.93      1632606.63
1940-1949       13            803483.13       819973.88      1623457.01
1940-1949       14            798828.00       812707.38      1611535.38
1940-1949       15            795455.79       806373.23      1601829.03
1940-1949       16            789993.35       796814.39      1586807.74
1940-1949       17            781002.37       784143.30      1565145.66
1940-1949       18            768837.90       768422.75      1537260.66
1940-1949       19            755455.58       752164.20      1507619.78
1940-1949       20            741137.82       737387.25      1478525.07
1940-1949       21            715878.20       710580.60      1426458.80
1940-1949       22            696911.71       688087.32      1384999.03
1940-1949       23            678592.76       667235.48      1345828.24
1940-1949       24            662534.47       648488.78      1311023.25
1940-1949       25            646871.93       631080.18      1277952.10
1940-1949       26            630757.89       613196.57      1243954.45
1940-1949       27            617880.48       597585.88      1215466.36
1940-1949       28            605959.04       582702.90      1188661.94
1940-1949       29            598804.19       572044.97      1170849.17
1940-1949       30            593719.82       563098.70      1156818.52
1940-1949       31            593359.50       560358.79      1153718.29
1940-1949       32            591516.36       555242.73      1146759.09
1940-1949       33            587451.30       547771.43      1135222.73
1940-1949       34            583539.00       539461.76      1123000.76
1940-1949       35            579355.28       529763.05      1109118.33
1940-1949       36            571222.85       517598.95      1088821.80
1940-1949       37            561008.81       503764.62      1064773.43
1940-1949       38            549052.82       489080.23      1038133.05
1940-1949       39            538913.08       476138.19      1015051.27
1940-1949       40            529222.13       463597.96       992820.09
1940-1949       41            515848.56       448015.25       963863.82
1940-1949       42            501803.00       431954.05       933757.05
1940-1949       43            488013.88       417564.69       905578.57
1940-1949       44            475838.29       405020.85       880859.14
1940-1949       45            464702.71       393487.93       858190.64
1940-1949       46            451603.96       381083.00       832686.96
1940-1949       47            440030.14       369515.33       809545.47
1940-1949       48            429267.08       357765.92       787032.99
1940-1949       49            418863.53       345077.94       763941.47
1940-1949       50            410590.85       334814.82       745405.67
1940-1949       51            401718.45       326186.03       727904.48
1940-1949       52            393976.29       318725.07       712701.36
1940-1949       53            385962.55       310119.48       696082.03
1940-1949       54            378401.99       301494.97       679896.96
1940-1949       55            370922.96       293018.78       663941.74
1940-1949       56            361289.50       283099.21       644388.71
1940-1949       57            351040.62       273046.31       624086.93
1940-1949       58            340857.80       263271.93       604129.74
1940-1949       59            334056.75       255944.42       590001.17
1940-1949       60            327370.70       248773.82       576144.52
1940-1949       61            315331.58       238007.53       553339.11
1940-1949       62            304469.42       228705.13       533174.55
1940-1949       63            293022.76       219325.88       512348.63
1940-1949       64            282463.66       209970.11       492433.77
1940-1949       65            271129.45       200298.09       471427.54
1940-1949       66            257214.49       188959.15       446173.64
