Israel, Exposure to risk (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1983-1989        0            336447.63       354839.56       691287.19
1983-1989        1            333438.28       351555.54       684993.82
1983-1989        2            329434.12       347838.04       677272.16
1983-1989        3            325466.38       344247.57       669713.95
1983-1989        4            321374.40       340202.96       661577.36
1983-1989        5            318007.33       336605.41       654612.74
1983-1989        6            316328.55       334472.61       650801.16
1983-1989        7            315577.54       333369.31       648946.84
1983-1989        8            314848.01       332373.16       647221.16
1983-1989        9            313345.10       330313.87       643658.97
1983-1989       10            310613.17       327038.88       637652.05
1983-1989       11            307631.38       323617.36       631248.75
1983-1989       12            303931.88       319741.35       623673.23
1983-1989       13            297136.13       312384.89       609521.03
1983-1989       14            288290.12       302986.34       591276.46
1983-1989       15            279037.19       293311.69       572348.87
1983-1989       16            270252.47       284762.27       555014.74
1983-1989       17            263180.93       278366.29       541547.22
1983-1989       18            257040.25       273014.95       530055.19
1983-1989       19            249918.24       266373.33       516291.57
1983-1989       20            243848.23       260103.11       503951.34
1983-1989       21            238694.39       254472.98       493167.37
1983-1989       22            234445.92       250445.86       484891.78
1983-1989       23            232044.45       244698.44       476742.89
1983-1989       24            229232.42       237702.61       466935.03
1983-1989       25            227387.70       232577.89       459965.59
1983-1989       26            226292.91       229224.81       455517.72
1983-1989       27            226268.56       227375.01       453643.57
1983-1989       28            226306.56       226377.68       452684.23
1983-1989       29            226200.07       225078.24       451278.31
1983-1989       30            226689.11       224525.14       451214.25
1983-1989       31            227103.30       224840.96       451944.26
1983-1989       32            226983.29       224697.07       451680.36
1983-1989       33            224423.01       222304.38       446727.39
1983-1989       34            220179.34       217762.02       437941.36
1983-1989       35            217778.69       214328.23       432106.92
1983-1989       36            214539.60       210656.59       425196.19
1983-1989       37            207139.54       203273.30       410412.85
1983-1989       38            196481.97       192388.94       388870.92
1983-1989       39            184041.88       179561.97       363603.85
1983-1989       40            172687.03       167539.75       340226.77
1983-1989       41            161254.30       156638.57       317892.87
1983-1989       42            148927.75       145109.12       294036.87
1983-1989       43            137668.75       134094.81       271763.55
1983-1989       44            129715.82       126064.77       255780.59
1983-1989       45            125766.03       121463.86       247229.89
1983-1989       46            124433.25       119340.78       243774.02
1983-1989       47            124179.32       119070.83       243250.15
1983-1989       48            124421.40       118851.25       243272.65
1983-1989       49            124106.28       117835.62       241941.89
1983-1989       50            124111.90       116721.34       240833.24
1983-1989       51            123084.24       115058.95       238143.19
1983-1989       52            121602.59       113270.11       234872.70
1983-1989       53            120380.83       111098.59       231479.41
1983-1989       54            118884.25       108307.84       227192.08
1983-1989       55            118436.05       106364.91       224800.96
1983-1989       56            117851.30       104064.93       221916.22
1983-1989       57            117335.85       101678.33       219014.18
1983-1989       58            118324.65       100349.65       218674.31
1983-1989       59            119186.29        99122.10       218308.39
1983-1989       60            119152.05        98320.49       217472.54
1983-1989       61            117429.08        97758.20       215187.28
1983-1989       62            115430.50        97413.85       212844.36
1983-1989       63            113368.15        96604.16       209972.30
1983-1989       64            108601.98        93350.59       201952.57
1983-1989       65            101837.84        88573.99       190411.83
1983-1989       66             94219.99        83196.58       177416.56
1983-1989       67             88961.61        78360.65       167322.26
1983-1989       68             87393.35        75239.54       162632.88
1983-1989       69             86065.44        72482.33       158547.77
1983-1989       70             84743.97        70290.98       155034.95
1983-1989       71             83676.86        70041.88       153718.75
1983-1989       72             83540.95        71053.11       154594.06
1983-1989       73             83823.45        71393.27       155216.72
1983-1989       74             81076.63        69425.85       150502.49
1983-1989       75             75747.26        65656.30       141403.55
1983-1989       76             68323.45        60678.82       129002.26
1983-1989       77             60903.49        55603.38       116506.86
1983-1989       78             54417.50        49785.42       104202.92
1983-1989       79             47968.02        43453.57        91421.59
1983-1989       80             49073.98        41506.67        90580.65
1983-1989       81             41992.77        35492.21        77484.97
1983-1989       82             36086.39        30230.87        66317.25
1983-1989       83             31481.99        25697.04        57179.03
1983-1989       84             27032.63        21447.80        48480.43
1983-1989       85             22589.29        17602.12        40191.41
1983-1989       86             18514.30        14235.99        32750.29
1983-1989       87             14878.16        11363.01        26241.18
1983-1989       88             11889.25         9046.80        20936.05
1983-1989       89              9280.60         7061.58        16342.18
1983-1989       90              6972.29         5350.55        12322.84
1983-1989       91              5180.42         4012.11         9192.53
1983-1989       92              3861.60         3004.03         6865.64
1983-1989       93              2907.92         2253.72         5161.64
1983-1989       94              2172.75         1676.91         3849.65
1983-1989       95              1565.28         1203.26         2768.54
1983-1989       96              1094.30          836.73         1931.03
1983-1989       97               746.61          572.26         1318.87
1983-1989       98               503.41          386.63          890.03
1983-1989       99               333.31          255.48          588.79
1983-1989      100               212.03          164.35          376.37
