Slovakia, Exposure to risk (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1950-1959        0            455765.33       481914.95       937680.28
1950-1959        1            443301.29       466127.89       909429.18
1950-1959        2            435327.40       456489.52       891816.93
1950-1959        3            424953.63       444372.33       869325.96
1950-1959        4            412254.55       430032.35       842286.90
1950-1959        5            399319.29       415038.62       814357.91
1950-1959        6            386826.12       400477.30       787303.43
1950-1959        7            373727.81       385457.49       759185.29
1950-1959        8            360641.80       370801.54       731443.33
1950-1959        9            347860.39       356752.71       704613.10
1950-1959       10            336976.95       344844.26       681821.20
1950-1959       11            327654.47       334503.14       662157.60
1950-1959       12            318115.78       323859.36       641975.15
1950-1959       13            310893.78       315959.83       626853.61
1950-1959       14            306850.77       311829.94       618680.71
1950-1959       15            303286.31       308415.78       611702.09
1950-1959       16            300132.06       304811.86       604943.93
1950-1959       17            298457.68       302023.49       600481.17
1950-1959       18            297502.83       299810.60       597313.43
1950-1959       19            296966.99       297593.72       594560.71
1950-1959       20            296835.88       295663.54       592499.42
1950-1959       21            297350.23       294824.95       592175.18
1950-1959       22            298533.11       294824.82       593357.93
1950-1959       23            300282.95       295583.88       595866.83
1950-1959       24            301837.96       296459.16       598297.12
1950-1959       25            303745.48       297267.34       601012.81
1950-1959       26            306421.39       299042.23       605463.62
1950-1959       27            308503.29       300855.65       609358.94
1950-1959       28            309252.16       301268.34       610520.50
1950-1959       29            308112.43       299614.08       607726.50
1950-1959       30            303132.14       294202.14       597334.28
1950-1959       31            292496.05       283512.84       576008.89
1950-1959       32            276748.63       267908.07       544656.71
1950-1959       33            260274.93       251482.44       511757.37
1950-1959       34            246837.50       237731.74       484569.25
1950-1959       35            238321.83       228057.59       466379.42
1950-1959       36            232296.46       220733.03       453029.48
1950-1959       37            226162.09       214038.01       440200.10
1950-1959       38            219746.37       207880.13       427626.49
1950-1959       39            215450.45       204144.66       419595.11
1950-1959       40            214780.11       203854.29       418634.40
1950-1959       41            220910.78       210038.46       430949.25
1950-1959       42            232934.55       222150.93       455085.48
1950-1959       43            243575.13       232892.83       476467.96
1950-1959       44            250550.55       239862.27       490412.82
1950-1959       45            250894.06       240366.70       491260.76
1950-1959       46            247151.97       236663.57       483815.54
1950-1959       47            242930.12       232436.28       475366.40
1950-1959       48            239096.23       228394.16       467490.40
1950-1959       49            235616.33       224674.35       460290.68
1950-1959       50            230475.39       218939.21       449414.60
1950-1959       51            224141.56       211141.29       435282.85
1950-1959       52            218185.03       203153.53       421338.56
1950-1959       53            212845.71       195845.56       408691.27
1950-1959       54            207376.25       188621.00       395997.24
1950-1959       55            200713.34       180457.86       381171.20
1950-1959       56            192980.00       171391.78       364371.78
1950-1959       57            184642.51       161728.07       346370.58
1950-1959       58            175800.35       151339.35       327139.70
1950-1959       59            166552.67       140553.28       307105.95
1950-1959       60            157667.49       130439.02       288106.50
1950-1959       61            150385.81       122033.66       272419.47
1950-1959       62            143625.35       114580.87       258206.22
1950-1959       63            136522.89       107213.80       243736.69
1950-1959       64            129613.22        99939.89       229553.11
1950-1959       65            123063.07        93202.38       216265.45
1950-1959       66            116812.42        87395.97       204208.39
1950-1959       67            111209.18        82684.68       193893.85
1950-1959       68            105973.46        78556.60       184530.06
1950-1959       69            100442.45        74655.79       175098.25
1950-1959       70             94598.87        70670.94       165269.81
1950-1959       71             88172.37        66312.46       154484.84
1950-1959       72             81729.29        61654.46       143383.75
1950-1959       73             75959.93        57254.66       133214.59
1950-1959       74             70433.30        53061.60       123494.90
1950-1959       75             64843.63        48882.60       113726.23
1950-1959       76             59270.43        44512.24       103782.66
1950-1959       77             53730.21        39885.34        93615.55
1950-1959       78             48309.31        35272.74        83582.05
1950-1959       79             43413.12        30996.07        74409.19
1950-1959       80             36658.72        27183.64        63842.36
1950-1959       81             31626.86        23525.82        55152.68
1950-1959       82             26889.36        20011.39        46900.75
1950-1959       83             22598.58        16597.48        39196.06
1950-1959       84             18562.98        13406.71        31969.69
1950-1959       85             15047.24        10578.74        25625.98
1950-1959       86             11959.12         8263.92        20223.04
1950-1959       87              9352.04         6250.80        15602.85
1950-1959       88              7065.97         4607.93        11673.90
1950-1959       89              5258.27         3282.52         8540.79
1950-1959       90              3804.31         2306.92         6111.23
1950-1959       91              2697.69         1553.29         4250.98
1950-1959       92              1897.84         1032.14         2929.97
1950-1959       93              1302.45          683.91         1986.36
1950-1959       94               857.18          421.28         1278.45
1950-1959       95               508.42          255.50          763.91
1950-1959       96               306.90          158.89          465.79
1950-1959       97               190.83           93.69          284.52
1950-1959       98               125.25           67.21          192.46
1950-1959       99                75.62           45.67          121.28
1950-1959      100                36.87           19.26           56.13
1950-1959      101                17.97            7.39           25.36
1950-1959      102                 7.28            2.83           10.10
1950-1959      103                 2.24            0.88            3.12
1950-1959      104                 0.29            0.00            0.29
1950-1959      105                 0.00            0.00            0.00
1950-1959      106                 0.00            0.00            0.00
1950-1959      107                 0.00            0.00            0.00
1950-1959      108                 0.00            0.00            0.00
1950-1959      109                 0.00            0.00            0.00
1950-1959      110+                0.00            0.00            0.00
1960-1969        0            399230.31       421361.93       820592.24
1960-1969        1            400894.12       421907.21       822801.32
1960-1969        2            408355.33       429135.64       837490.97
1960-1969        3            416102.91       436756.48       852859.39
1960-1969        4            423348.72       443290.53       866639.25
1960-1969        5            428648.50       448093.62       876742.11
1960-1969        6            432403.30       451694.55       884097.85
1960-1969        7            437405.67       456891.51       894297.17
1960-1969        8            441555.90       461157.17       902713.07
1960-1969        9            444478.10       463863.78       908341.88
1960-1969       10            445413.98       464215.07       909629.04
1960-1969       11            443065.82       461259.00       904324.82
1960-1969       12            437065.94       454787.08       891853.02
1960-1969       13            427078.02       444356.62       871434.64
1960-1969       14            413203.88       429907.52       843111.40
1960-1969       15            399050.54       414928.04       813978.58
1960-1969       16            385315.29       400054.77       785370.06
1960-1969       17            370527.64       383788.12       754315.77
1960-1969       18            355744.21       367543.13       723287.35
1960-1969       19            341533.62       352054.97       693588.59
1960-1969       20            329268.24       338331.47       667599.71
1960-1969       21            318394.90       325469.26       643864.17
1960-1969       22            307503.48       312456.47       619959.96
1960-1969       23            299320.39       302458.14       601778.52
1960-1969       24            294785.45       296460.62       591246.07
1960-1969       25            290524.93       291435.16       581960.08
1960-1969       26            287027.81       287039.09       574066.90
1960-1969       27            286074.94       284795.13       570870.06
1960-1969       28            286340.11       283948.80       570288.91
1960-1969       29            286909.27       283475.31       570384.57
1960-1969       30            287720.69       283626.22       571346.90
1960-1969       31            289317.55       284805.83       574123.38
1960-1969       32            291621.60       286587.09       578208.69
1960-1969       33            294316.01       289014.91       583330.92
1960-1969       34            296501.44       290963.20       587464.63
1960-1969       35            298396.30       292399.12       590795.42
1960-1969       36            301161.47       294767.15       595928.63
1960-1969       37            303643.89       296541.67       600185.56
1960-1969       38            305138.78       296898.21       602036.99
1960-1969       39            304184.89       294888.82       599073.71
1960-1969       40            300100.68       290255.90       590356.58
1960-1969       41            289206.14       279383.05       568589.19
1960-1969       42            271913.16       262226.65       534139.81
1960-1969       43            254435.14       244837.69       499272.84
1960-1969       44            240165.71       230626.68       470792.39
1960-1969       45            231915.04       222228.96       454144.00
1960-1969       46            226223.56       216488.52       442712.08
1960-1969       47            219909.21       210838.47       430747.69
1960-1969       48            213182.66       205317.70       418500.36
1960-1969       49            208393.97       201459.58       409853.54
1960-1969       50            207611.29       200981.43       408592.72
1960-1969       51            214578.60       207865.43       422444.03
1960-1969       52            226093.36       219110.60       445203.96
1960-1969       53            235659.95       227974.73       463634.67
1960-1969       54            241237.33       232578.67       473816.00
1960-1969       55            240087.96       230465.25       470553.21
1960-1969       56            235449.36       224771.26       460220.62
1960-1969       57            230475.83       218767.52       449243.35
1960-1969       58            225758.89       212872.96       438631.86
1960-1969       59            221114.79       206969.79       428084.58
1960-1969       60            214722.14       198880.62       413602.77
1960-1969       61            206972.54       188878.84       395851.38
1960-1969       62            199828.21       179177.29       379005.50
1960-1969       63            193293.26       170194.33       363487.59
1960-1969       64            186424.88       161344.04       347768.92
1960-1969       65            178502.00       151745.22       330247.22
1960-1969       66            169915.17       141582.29       311497.46
1960-1969       67            160601.33       130679.05       291280.37
1960-1969       68            150477.74       119424.68       269902.42
1960-1969       69            139423.59       107874.06       247297.65
1960-1969       70            128561.83        96851.82       225413.65
1960-1969       71            119407.07        87805.38       207212.45
1960-1969       72            110346.30        79609.07       189955.38
1960-1969       73            101001.72        71535.75       172537.47
1960-1969       74             91988.85        63771.94       155760.79
1960-1969       75             83420.57        56759.52       140180.09
1960-1969       76             75460.63        50732.98       126193.62
1960-1969       77             68244.60        45520.40       113765.00
1960-1969       78             61561.24        40697.10       102258.34
1960-1969       79             54911.43        36110.79        91022.22
1960-1969       80             47367.57        30944.48        78312.04
1960-1969       81             41284.21        26705.80        67990.01
1960-1969       82             35265.21        22785.39        58050.60
1960-1969       83             29603.79        19175.28        48779.07
1960-1969       84             24719.48        15962.41        40681.89
1960-1969       85             20233.79        12972.29        33206.08
1960-1969       86             16273.33        10298.96        26572.30
1960-1969       87             12764.28         7924.27        20688.55
1960-1969       88              9755.32         5994.75        15750.06
1960-1969       89              7375.12         4479.09        11854.21
1960-1969       90              5446.96         3238.98         8685.93
1960-1969       91              3871.78         2268.68         6140.46
1960-1969       92              2684.94         1529.93         4214.86
1960-1969       93              1865.44         1003.39         2868.83
1960-1969       94              1222.67          653.45         1876.12
1960-1969       95               783.06          389.92         1172.98
1960-1969       96               479.14          230.55          709.69
1960-1969       97               287.36          128.79          416.15
1960-1969       98               176.74           72.65          249.39
