Croatia, Exposure to risk (period 1x10), 	Last modified: 20 Apr 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
2002-2009        0            159092.59       167922.64       327015.23
2002-2009        1            158963.19       167982.80       326945.99
2002-2009        2            159831.61       168958.53       328790.15
2002-2009        3            162630.29       171613.25       334243.55
2002-2009        4            166166.21       174991.28       341157.49
2002-2009        5            170743.68       179718.01       350461.69
2002-2009        6            175599.17       184829.94       360429.11
2002-2009        7            180040.15       189134.37       369174.51
2002-2009        8            183624.67       192597.92       376222.59
2002-2009        9            186791.22       195844.96       382636.18
2002-2009       10            188381.24       197546.75       385927.99
2002-2009       11            191003.82       200345.50       391349.32
2002-2009       12            191934.98       201249.76       393184.74
2002-2009       13            192470.96       201636.48       394107.44
2002-2009       14            194240.33       203294.42       397534.74
2002-2009       15            196325.01       205488.67       401813.67
2002-2009       16            199397.10       208467.68       407864.78
2002-2009       17            203182.18       212032.13       415214.31
2002-2009       18            208147.92       216904.44       425052.37
2002-2009       19            211206.66       220140.07       431346.73
2002-2009       20            215016.06       224345.19       439361.26
2002-2009       21            218699.12       228316.98       447016.10
2002-2009       22            221936.59       232082.17       454018.76
2002-2009       23            225261.55       235729.73       460991.28
2002-2009       24            227398.92       238081.23       465480.14
2002-2009       25            228047.27       238244.75       466292.02
2002-2009       26            228178.13       237496.74       465674.87
2002-2009       27            228263.60       236727.36       464990.96
2002-2009       28            227800.71       235444.16       463244.86
2002-2009       29            227140.96       233755.40       460896.36
2002-2009       30            226276.35       231938.76       458215.11
2002-2009       31            224471.44       229409.47       453880.91
2002-2009       32            223189.91       227355.20       450545.11
2002-2009       33            223438.29       226906.64       450344.93
2002-2009       34            224410.80       227381.63       451792.43
2002-2009       35            227101.09       229210.11       456311.21
2002-2009       36            230408.09       231874.20       462282.29
2002-2009       37            233055.04       233937.40       466992.44
2002-2009       38            234998.18       235238.89       470237.07
2002-2009       39            238989.18       238613.82       477603.00
2002-2009       40            243715.33       242660.83       486376.15
2002-2009       41            247653.43       246080.21       493733.64
2002-2009       42            251323.55       249478.37       500801.92
2002-2009       43            253556.54       251680.08       505236.62
2002-2009       44            254623.28       252728.40       507351.69
2002-2009       45            257303.45       255159.89       512463.34
2002-2009       46            260873.54       258744.24       519617.79
2002-2009       47            263392.79       262458.30       525851.09
2002-2009       48            263221.04       263485.87       526706.91
2002-2009       49            263704.42       264344.44       528048.86
2002-2009       50            260843.36       261397.46       522240.82
2002-2009       51            258945.50       259037.10       517982.60
2002-2009       52            258277.60       257002.43       515280.03
2002-2009       53            255076.33       251825.29       506901.62
2002-2009       54            250225.23       244403.86       494629.09
2002-2009       55            244134.02       234539.11       478673.13
2002-2009       56            235710.02       222230.46       457940.48
2002-2009       57            224090.44       207781.30       431871.75
2002-2009       58            217422.97       197783.35       415206.32
2002-2009       59            212596.30       189567.48       402163.78
2002-2009       60            207328.17       181858.85       389187.02
2002-2009       61            203711.83       176398.50       380110.34
2002-2009       62            202209.83       172813.84       375023.67
2002-2009       63            202111.33       170437.49       372548.82
2002-2009       64            206412.33       171460.83       377873.16
2002-2009       65            212679.33       174104.33       386783.66
2002-2009       66            216324.83       174378.33       390703.16
2002-2009       67            217269.34       172171.83       389441.17
2002-2009       68            217546.50       168830.01       386376.51
2002-2009       69            217438.00       164464.34       381902.34
2002-2009       70            215820.83       158503.33       374324.16
2002-2009       71            213116.50       152227.51       365344.00
2002-2009       72            208163.00       144749.67       352912.67
2002-2009       73            200971.33       135605.34       336576.67
2002-2009       74            192347.67       125378.17       317725.84
2002-2009       75            182793.67       114085.18       296878.85
2002-2009       76            172668.50       102355.34       275023.84
2002-2009       77            161690.83        90691.84       252382.67
2002-2009       78            150172.00        79558.02       229730.01
2002-2009       79            138078.66        68721.01       206799.67
2002-2009       80            125982.13        58456.58       184438.71
2002-2009       81            114467.97        49542.00       164009.98
2002-2009       82            102182.78        41737.16       143919.94
2002-2009       83             87100.44        34022.44       121122.87
2002-2009       84             70621.74        26673.77        97295.50
2002-2009       85             56115.55        20535.68        76651.23
2002-2009       86             44200.22        15718.85        59919.06
2002-2009       87             35304.39        12472.75        47777.14
2002-2009       88             28130.60        10051.29        38181.89
2002-2009       89             22180.18         7946.40        30126.58
2002-2009       90             17313.02         6092.18        23405.20
2002-2009       91             13911.22         4731.72        18642.94
2002-2009       92             11474.64         3718.13        15192.76
2002-2009       93              9140.08         2882.89        12022.97
2002-2009       94              6956.39         2107.49         9063.88
2002-2009       95              4921.61         1436.83         6358.44
2002-2009       96              3247.68          902.06         4149.74
2002-2009       97              2075.88          544.28         2620.16
2002-2009       98              1242.68          318.24         1560.92
2002-2009       99               729.48          183.57          913.05
2002-2009      100               419.07          104.86          523.93
2002-2009      101               232.00           55.17          287.17
2002-2009      102               107.67           26.17          133.83
2002-2009      103                45.33           14.00           59.33
2002-2009      104                17.17            6.17           23.33
2002-2009      105                 5.83            1.33            7.17
2002-2009      106                 4.83            1.50            6.33
2002-2009      107                 2.17            1.00            3.17
2002-2009      108                 0.67            0.00            0.67
2002-2009      109                 0.17            0.00            0.17
2002-2009      110+                0.00            0.00            0.00
2010-2016        0            137201.62       145832.10       283033.72
2010-2016        1            140440.35       149109.08       289549.43
2010-2016        2            142471.29       151018.48       293489.76
2010-2016        3            142957.86       151425.08       294382.94
2010-2016        4            143472.40       151574.19       295046.59
2010-2016        5            143719.46       151737.34       295456.80
2010-2016        6            142553.98       150516.80       293070.78
2010-2016        7            140503.49       148372.94       288876.42
2010-2016        8            139333.72       147119.55       286453.26
