Latvia, Deaths (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1980-1989       50               907.00         2089.03         2996.03
1980-1989       51               921.00         2237.03         3158.03
1980-1989       52               990.00         2297.03         3287.03
1980-1989       53              1072.00         2374.03         3446.03
1980-1989       54              1162.00         2548.03         3710.03
1980-1989       55              1296.00         2609.03         3905.03
1980-1989       56              1452.00         2719.04         4171.04
1980-1989       57              1587.00         2634.04         4221.04
1980-1989       58              1699.00         2699.05         4398.05
1980-1989       59              1804.00         2628.04         4432.04
1980-1989       60              1902.00         2836.05         4738.05
1980-1989       61              1912.00         2637.04         4549.04
1980-1989       62              2018.00         2611.03         4629.03
1980-1989       63              2099.00         2529.04         4628.04
1980-1989       64              2130.00         2429.04         4559.04
1980-1989       65              2157.00         2585.05         4742.05
1980-1989       66              2370.00         2698.04         5068.04
1980-1989       67              2425.00         2787.04         5212.04
1980-1989       68              2634.00         2929.03         5563.03
1980-1989       69              2903.00         3060.03         5963.03
1980-1989       70              3165.00         3250.03         6415.03
1980-1989       71              3632.00         3557.04         7189.04
1980-1989       72              4151.00         3686.03         7837.03
1980-1989       73              4552.00         4009.05         8561.05
1980-1989       74              5049.00         4115.05         9164.05
1980-1989       75              5422.00         4173.05         9595.05
1980-1989       76              5715.00         4400.06        10115.06
1980-1989       77              6123.00         4179.05        10302.05
1980-1989       78              6112.00         4084.05        10196.05
1980-1989       79              6375.00         3949.05        10324.05
1980-1989       80              6526.00         3801.05        10327.05
1980-1989       81              6543.00         3512.06        10055.06
1980-1989       82              6448.00         3184.05         9632.05
1980-1989       83              6316.00         2831.04         9147.04
1980-1989       84              5985.00         2538.04         8523.04
1980-1989       85              5613.00         2251.04         7864.04
1980-1989       86              5093.00         1918.03         7011.03
1980-1989       87              4699.00         1543.03         6242.03
1980-1989       88              4249.00         1307.02         5556.02
1980-1989       89              3579.00         1168.01         4747.01
1980-1989       90              3056.00          942.02         3998.02
1980-1989       91              2563.00          776.01         3339.01
