Ireland, Deaths (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
2000-2009       32               134.00          345.00          479.00
2000-2009       33               161.00          365.00          526.00
2000-2009       34               150.00          359.00          509.00
2000-2009       35               211.00          362.00          573.00
2000-2009       36               193.00          382.00          575.00
2000-2009       37               210.00          379.00          589.00
2000-2009       38               233.00          404.00          637.00
2000-2009       39               260.00          431.00          691.00
2000-2009       40               266.00          451.00          717.00
2000-2009       41               276.00          521.00          797.00
2000-2009       42               297.00          545.00          842.00
2000-2009       43               344.00          522.00          866.00
2000-2009       44               393.00          575.00          968.00
2000-2009       45               362.00          621.00          983.00
2000-2009       46               474.00          685.00         1159.00
2000-2009       47               497.00          720.00         1217.00
2000-2009       48               519.00          778.00         1297.00
2000-2009       49               573.00          820.00         1393.00
2000-2009       50               576.00          912.00         1488.00
2000-2009       51               657.00         1008.00         1665.00
2000-2009       52               709.00         1092.00         1801.00
2000-2009       53               749.00         1190.00         1939.00
2000-2009       54               794.00         1248.00         2042.00
2000-2009       55               859.00         1336.00         2195.00
2000-2009       56               848.00         1502.00         2350.00
2000-2009       57               929.00         1516.00         2445.00
2000-2009       58               986.00         1624.00         2610.00
2000-2009       59              1051.00         1764.00         2815.00
2000-2009       60              1032.00         1919.00         2951.00
2000-2009       61              1176.00         1941.00         3117.00
2000-2009       62              1246.00         2039.00         3285.00
2000-2009       63              1318.00         2149.00         3467.00
2000-2009       64              1370.00         2396.00         3766.00
2000-2009       65              1361.00         2527.00         3888.00
2000-2009       66              1606.00         2652.00         4258.00
2000-2009       67              1635.00         2720.00         4355.00
2000-2009       68              1706.00         2896.00         4602.00
2000-2009       69              1923.00         3164.00         5087.00
2000-2009       70              2091.00         3315.00         5406.00
2000-2009       71              2288.00         3586.00         5874.00
2000-2009       72              2464.00         3837.00         6301.00
2000-2009       73              2671.00         4067.00         6738.00
2000-2009       74              3071.00         4212.00         7283.00
2000-2009       75              3339.00         4431.00         7770.00
2000-2009       76              3718.00         4630.00         8348.00
2000-2009       77              3834.00         4722.00         8556.00
2000-2009       78              4312.00         4834.00         9146.00
2000-2009       79              4612.00         5094.00         9706.00
2000-2009       80              4949.00         5162.00        10111.00
2000-2009       81              5117.00         5096.00        10213.00
2000-2009       82              5561.00         5061.00        10622.00
2000-2009       83              5533.00         4677.00        10210.00
2000-2009       84              5548.00         4618.00        10166.00
2000-2009       85              5580.00         4183.00         9763.00
