Spain, Deaths (period 1x10), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1940-1949       61             13926.54        20348.40        34274.94
1940-1949       62             21308.59        28471.18        49779.77
1940-1949       63             20414.48        28201.69        48616.17
1940-1949       64             22620.38        29330.99        51951.37
1940-1949       65             29629.59        34660.06        64289.65
1940-1949       66             25718.91        30476.92        56195.83
1940-1949       67             25995.45        30920.92        56916.37
1940-1949       68             29145.43        31668.83        60814.26
1940-1949       69             22782.64        26372.16        49154.80
1940-1949       70             43342.13        38982.14        82324.27
1940-1949       71             22525.37        24585.70        47111.07
1940-1949       72             35116.56        35132.82        70249.38
1940-1949       73             30115.31        31515.46        61630.77
1940-1949       74             32830.06        32117.81        64947.87
1940-1949       75             37689.52        35075.19        72764.71
1940-1949       76             33474.09        30955.06        64429.15
1940-1949       77             30338.23        29443.99        59782.22
1940-1949       78             37162.18        32920.39        70082.57
1940-1949       79             24247.61        21950.20        46197.81
1940-1949       80             43474.22        29640.84        73115.06
1940-1949       81             20088.20        16500.03        36588.23
1940-1949       82             28865.78        21775.02        50640.80
1940-1949       83             22842.54        16863.49        39706.03
1940-1949       84             26703.41        18331.60        45035.01
1940-1949       85             24110.62        14807.38        38918.00
1940-1949       86             20281.74        11879.76        32161.50
1940-1949       87             16177.16         9224.10        25401.26
1940-1949       88             15275.13         8250.76        23525.89
1940-1949       89             10704.65         5678.05        16382.70
1940-1949       90             13240.81         5174.18        18414.99
1940-1949       91              5026.82         2260.05         7286.87
1940-1949       92              6325.49         2591.70         8917.19
1940-1949       93              4648.33         1871.59         6519.92
1940-1949       94              3910.33         1322.99         5233.32
1940-1949       95              3563.18         1088.67         4651.85
1940-1949       96              2928.36          888.12         3816.48
1940-1949       97              2070.73          594.92         2665.65
1940-1949       98              1903.03          503.44         2406.47
1940-1949       99              1019.27          272.83         1292.10
1940-1949      100               748.20          168.24          916.44
1940-1949      101               274.15           54.35          328.50
1940-1949      102               265.12           48.35          313.47
1940-1949      103               179.75           26.19          205.94
1940-1949      104               111.44           22.14          133.58
1940-1949      105                68.44           14.17           82.61
1940-1949      106                40.32            5.96           46.28
1940-1949      107                24.03            4.24           28.27
1940-1949      108                13.41            1.78           15.19
1940-1949      109                 6.50            1.34            7.84
1940-1949      110+               30.57            3.22           33.79
1950-1959        0            151081.52       192669.24       343750.76
1950-1959        1             20948.62        22044.16        42992.78
1950-1959        2             11089.57        12351.48        23441.05
1950-1959        3              6782.68         7403.27        14185.95
1950-1959        4              4769.71         5555.19        10324.90
1950-1959        5              3619.66         4304.83         7924.49
1950-1959        6              3170.18         3776.52         6946.70
1950-1959        7              2597.11         3168.93         5766.04
1950-1959        8              2191.76         2631.50         4823.26
1950-1959        9              1876.64         2424.63         4301.27
1950-1959       10              1851.44         2453.64         4305.08
1950-1959       11              1606.73         2101.18         3707.91
1950-1959       12              1681.91         2080.04         3761.95
1950-1959       13              1732.07         2158.25         3890.32
1950-1959       14              1982.87         2552.04         4534.91
1950-1959       15              1990.81         2642.32         4633.13
1950-1959       16              2251.69         2818.11         5069.80
1950-1959       17              2553.75         3324.40         5878.15
1950-1959       18              2821.85         4103.75         6925.60
1950-1959       19              2790.66         4161.00         6951.66
1950-1959       20              3359.55         4653.12         8012.67
1950-1959       21              3188.07         4620.91         7808.98
1950-1959       22              3921.62         5119.25         9040.87
1950-1959       23              3964.69         5051.88         9016.57
1950-1959       24              4011.93         5492.66         9504.59
1950-1959       25              4136.43         5678.35         9814.78
